Date,MRKT,S5AUCO INDEX,S5CODU INDEX,S5HOTR INDEX,S5MEDA INDEX,S5RETL INDEX,S5FDSR INDEX,S5FDBT INDEX,S5HOUS INDEX,S5ENRSX INDEX,S5BANKX INDEX,S5DIVF INDEX,S5INSU INDEX,S5REAL INDEX,S5HCES INDEX,S5PHRM INDEX,S5CPGS INDEX,S5COMS INDEX,S5TRAN INDEX,S5SFTW INDEX,S5TECH INDEX,S5SSEQX INDEX,S5MATRX INDEX,S5TELSX INDEX,S5UTILX INDEX
8/29/2014,2003.37,140.41,276.64,696.57,462.4,955.71,325.32,544.9,515.34,715.72,222.85,482.4526,296.73,175.99,653.7,721.05,493.07,207.2,541.91,894.81,703.56,527.37,318.09,160.57,218.7
9/30/2014,1972.29,123.83,278.58,694.63,448.64,930.72,327.44,545.04,517.89,661.05,225.8,483.9191,290.36,166.52,641.63,730.59,482.17,204.31,554.42,895.23,688.06,527.28,312.57,161.13,213.99
10/31/2014,2018.05,126.66,290.64,690.51,457.41,954.18,342.16,560.55,536.83,641.32,229.02,494.0324,297.86,181.23,689.3,761.85,497.76,206.74,587.15,898.99,718.62,524.34,304.39,160.83,230.93
11/28/2014,2067.56,136.18,311.81,724.31,471.98,1011.35,374.49,584.25,556.18,584.58,231.09,509.59,303.47,187.08,719.18,782.03,509.2,208.64,617.09,922.86,771.58,567.51,308.03,162.61,232.61
12/31/2014,2058.9,135.54,307.1,715.15,478.28,1032.73,384.56,561.56,558.62,586.59,236.95,516.5179,307.04,187.89,722.44,763.65,504.36,215.29,622.12,916.05,745.46,560.58,305.28,152.55,240.14
1/30/2015,1994.99,127.99,297.59,713.95,442.67,1030.3,385.88,561.62,523.22,557.95,211.68,476.5032,280.42,198.78,728.41,773.88,486.34,211.74,593.1,870.61,736.16,522.22,299.22,149.13,245.77
2/27/2015,2104.5,142.77,311.96,754.28,487,1120.6,402.62,588.12,536.37,577.51,229.21,506.627,301.48,192.67,774.22,797.8,515.57,223.56,606.78,932.36,805.05,558.89,322.61,158.95,228.67
3/31/2015,2067.89,141.89,310.82,752.48,479.11,1118.79,402.9,568.1,520.37,565.76,226.85,500.1955,300.59,193.24,791.28,797.98,504.58,224.05,575.31,913.08,765.3,534.52,306.51,152.93,225.68
4/30/2015,2085.51,138.68,299.45,747.97,489.74,1118.68,383.79,576.01,508.04,602.89,231.65,503.0587,299.36,183.94,771.02,791.46,507.29,214.28,570.24,946.56,774.08,532.2,315.93,160.09,224.58
5/29/2015,2107.39,139.75,298.1,761.26,497.56,1132.65,383.34,585.17,504.83,571.41,237.48,512.3646,303.73,182.74,809.51,823.08,514.15,217.11,543.3,948.88,795.26,575.22,316.72,157.11,224.68
6/30/2015,2063.11,134.92,306.13,765.23,501.66,1137.36,376.06,569.41,499.98,551.11,242.22,501.9258,306.47,174.21,813.08,816.12,502.5,209.1,520.93,925.91,753.18,518.67,303.52,153.47,210.56
7/31/2015,2103.84,128.67,316.96,809.6,517.32,1227.2,399.71,606.24,504.25,508.05,249.72,505.5156,321.57,183.62,819.34,846.45,497.29,219.16,536.22,994.39,746.33,489.43,288.24,151.71,223.22
8/31/2015,1972.18,120.21,305.89,759.9,445.72,1193.92,367.04,579.4,465.89,484.21,230.65,471.5845,298.38,173.69,769.75,770.1,470.82,210.02,497.6,939.19,691.06,477.58,271.59,146.61,214.28
9/30/2015,1920.03,119.59,303.06,769.68,442.31,1175.46,361.07,581.43,474.22,451.33,220.34,451.4237,289.96,176.77,727.37,723.88,458.59,206,497.1,932.42,674.81,482.29,250.9,141.19,219.82
10/30/2015,2079.36,130.97,315.49,827.58,491.41,1287.68,361.29,627.79,502.38,502.11,232.08,476.7511,312.99,188.95,763.76,789.54,505.84,214.65,531.57,1046.71,729.8,529.59,284.64,149.37,222.13
11/30/2015,2080.41,132.55,316.22,809.74,482.6,1296.35,359.27,617.65,496.76,498.26,239.85,483.447,317,187.15,758.26,785.26,512.45,215.26,523.01,1065.39,708.81,550.4,286.31,147.38,216.01
12/31/2015,2043.94,125.55,300.37,812.43,450.91,1283.47,372,625.09,522.2,448.44,234.24,463.5018,307.71,190.22,776.39,794.91,505.1,210.78,497.69,1062.46,660.55,544.19,273.64,149.91,220
1/29/2016,1940.24,106.67,293.56,802.12,441.72,1190.58,365.28,630.5,532.06,434.67,206.48,421.0773,287.18,181.44,724.95,730.08,478.01,207.82,453.81,1034.26,604.65,502.67,244.59,158.12,230.77
2/29/2016,1932.23,109.92,302,790.17,441.47,1189,368.34,630.85,527.92,423.54,192.2,418.9419,281.55,179.04,736.99,716.27,490.49,212.46,485.98,999.79,618.74,496.86,262.46,162.38,233.94
3/31/2016,2059.74,119.92,315.57,836.35,469.17,1271.47,384.43,660.28,545.38,462.41,203.01,446.992,302.15,197.16,765.87,729.87,525.46,227.63,518.02,1082.64,689.22,537.95,281.81,172.55,251.93
4/29/2016,2065.3,119.7,308.12,805.41,479.5,1282.31,368.25,660.08,532.97,502.42,216.87,463.902,307.1,192.65,793.92,747.7,533.99,223.07,513.56,1044.54,617.72,514.22,295.62,167.13,245.76
5/31/2016,2096.96,118.47,299.25,793.46,480.22,1299.85,370.76,663.88,537.17,496.54,221.25,468.4245,318.28,195.2,800.56,767.28,529.09,232.78,502.37,1089.58,657.25,553.66,293.99,167.07,248.16
6/22/2016,"2,085.45",115.78,302.86,796.51,474.99,1281.29,376.9,679.54,554.43,508.02,207.91,449.76,308.83,199.14,815.16,749.93,535.47,235.15,495.92,1058.77,640.06,557.47,297.82,175.95,255.05
